311,3,1,87.0927, 85.7865, 84.6588,0.00701488,0.00624536,0.00571233,0.9754,0.96208,0.9485,245.061,205.999,180.11,4,3.4,3
319,3,0,87.0285, 86.2199, 85.4077,0.00698846,0.00636492,0.00573554,0.9749,0.967325,0.9571,250.61,213.738,180.15,4,3.5,3
327,3,0,86.7799, 85.4236, 83.6431,0.00706101,0.00638776,0.00571803,0.9723,0.958175,0.9395,255.69,215.057,180.28,4,3.5,3
335,3,0,85.8597, 85.2436, 84.5666,0.0069846,0.00635819,0.00570194,0.9616,0.956375,0.95,260.77,216.38,180.36,4,3.5,3
343,3,0,86.6119, 86.1938, 85.842,0.0070112,0.00636671,0.00570501,0.9732,0.9669,0.9615,265.479,217.605,180.53,4,3.5,3
351,3,0,87.3427, 79.9818, 60,0.008,0.00659182,0.0056928,0.9787,0.953675,0.9,270.839,218.942,180.42,4,3.5,3
359,3,0,87.0435, 79.427, 60,0.008,0.00660821,0.00569881,0.9751,0.94745,0.9,276.299,220.202,180.27,4,3.5,3
367,3,0,86.9578, 79.7261, 60,0.008,0.00659512,0.00572228,0.9766,0.950725,0.9,281.308,221.442,180.47,4,3.5,3
375,3,0,88.4191, 79.467, 60,0.008,0.00659732,0.00566702,0.9903,0.947775,0.9,286.588,222.812,180.77,4,3.5,3
383,3,0,87.331, 73.6166, 60,0.008,0.00666817,0.00570762,0.981,0.939325,0.9,291.588,224.109,180.76,4,3.5,3
391,3,0,86.8563, 66.7141, 60,0.008,0.00642823,0.00571291,0.9728,0.9182,0.9,296.947,225.427,180.76,4,3.25,3
391,4,1,89.6349, 85.3066, 81.6512,0.00951467,0.00653566,0.00326279,0.9985,0.957275,0.9223,355.5,206.925,64.3897,6,3.625,1
399,4,0,88.0309, 85.5011, 82.0005,0.00947448,0.00652059,0.00325837,0.9836,0.959525,0.9265,360.368,206.949,59.6575,6,3.625,1
407,4,0,87.7917, 85.5753, 83.263,0.009436,0.00650725,0.00325213,0.9784,0.9605,0.9402,364.616,206.494,55.2997,6,3.625,1
415,4,0,88.4404, 85.9646, 82.2033,0.00949755,0.00652744,0.00323727,0.9852,0.9647,0.9291,368.845,206.018,51.1588,6,3.625,1
423,4,0,88.6685, 82.7805, 60,0.01,0.0067281,0.00324588,0.9877,0.956738,0.9,373.104,205.323,46.9911,6,3.625,1
431,4,0,88.8182, 79.1047, 60,0.012,0.00706,0.00322809,0.9897,0.94325,0.9,377.492,204.849,42.479,6,3.625,1
439,4,0,88.8397, 79.6509, 60,0.012,0.00704663,0.00324315,0.9898,0.9493,0.9,381.691,204.337,38.109,6,3.625,1
447,4,0,88.2481, 79.7121, 60,0.012,0.0070442,0.0032117,0.983,0.949962,0.9,385.839,203.849,34.1376,6,3.625,1
455,4,0,89.4138, 80.0001, 60,0.012,0.00704943,0.00323644,0.9964,0.95325,0.9,390.118,203.395,30.1018,6,3.625,1
463,4,0,87.84, 79.4733, 60,0.012,0.00705418,0.0032575,0.9785,0.947412,0.9,394.537,202.848,25.9231,6,3.625,1
471,4,0,88.2463, 79.8885, 60,0.012,0.00705643,0.0032374,0.9882,0.952025,0.9,398.726,202.258,22.1036,6,3.625,1
471,4,1,89.0243, 84.9881, 81.7628,0.0106422,0.00697709,0.0032419,0.9921,0.954625,0.9238,415.429,238.758,64.1501,7,4,1
479,5,0,89.4454, 85.8356, 81.3316,0.0106873,0.00656549,0.00323574,0.9965,0.963544,0.9215,415.469,218.415,64.0306,7,3.66667,1
487,5,0,88.648, 86.023, 84.0305,0.0106696,0.00655425,0.00321884,0.9875,0.965444,0.9505,415.519,217.448,63.8914,7,3.66667,1
495,5,0,88.2236, 85.0725, 79.884,0.0107357,0.00643065,0.00321675,0.9831,0.9544,0.9048,415.079,216.514,63.9212,7,3.55556,1
503,5,0,89.2735, 85.1401, 81.1062,0.0106341,0.00641975,0.00325116,0.9942,0.955056,0.9189,415.029,215.616,64.1202,7,3.55556,1
511,5,0,89.2682, 83.1308, 60,0.0107573,0.00651931,0.0032326,0.9944,0.957722,0.9,414.849,214.6,63.961,7,3.55556,1
519,5,0,89.2565, 83.1192, 60,0.0107775,0.00654596,0.00323148,0.9944,0.957733,0.9,414.779,213.588,63.9113,7,3.55556,1
527,5,0,89.2482, 77.0165, 60,0.0106576,0.00676185,0.0032405,0.9943,0.939378,0.8991,414.559,212.626,63.8615,7,3.55556,1
535,5,0,89.485, 77.1003, 60,0.0107095,0.00676815,0.00324094,0.9966,0.9402,0.9,414.429,211.571,63.563,7,3.55556,1
543,5,0,89.5943, 74.8438, 60,0.014,0.0069137,0.00324454,0.9985,0.939144,0.9,414.449,210.753,64.0008,7,3.44444,1
551,5,0,88.6401, 74.9733, 60,0.014,0.00691019,0.00324233,0.9876,0.940611,0.9,414.229,209.771,63.961,7,3.44444,1
551,5,1,88.4313, 85.1194, 81.9761,0.0107293,0.00673446,0.00323456,0.9852,0.95575,0.9285,423.24,221.404,23.5272,7,3.8,1
559,6,0,89.6578, 85.7315, 78.1008,0.0107055,0.00641081,0.00325611,0.9988,0.961827,0.8847,429.06,204.416,23.4983,7,3.54545,1
567,6,0,88.6556, 85.8459, 81.2162,0.0106727,0.00640836,0.00324303,0.9877,0.963082,0.9203,434.1,205.313,23.3829,7,3.54545,1
