1,272,1,1,1,0,2049,202.2,-8,35
1,272,1,1,2,0,1023,254.07,-11.2,30.4
1,272,1,1,3,0,2043,320.78,-8,33.7
1,272,1,1,4,0,2040,392.56,-8,33.6
1,272,1,1,1,1,2049,202.2,-8,35
1,272,1,1,2,1,1027,118.83,-11.2,29.74
1,272,1,1,3,1,2058,38.09,-11.2,34.13
1,272,1,2,1,0,1,709.44,-1.6,34.41
1,272,1,2,2,0,2020,756.87,-8,33.85
1,272,1,2,1,1,1,709.44,-1.6,34.41
1,272,1,2,2,1,2026,644.41,-8,34.95
1,272,1,2,3,1,2029,568.38,-8,34.46
1,272,1,2,4,1,1016,485.94,-11.2,29.58
1,272,1,2,5,1,2039,401.33,-8,33.64
1,272,1,3,1,0,1002,930.54,-11.2,29.97
1,272,1,3,2,0,1000,984.83,-11.2,30.28
1,272,1,3,3,0,2003,1057.43,-8,34.8
1,272,1,3,4,0,2000,1123.39,-8,33.81
1,272,1,3,1,1,1002,930.54,-11.2,29.97
1,272,1,3,2,1,2015,843.62,-8,34.08
1,272,1,3,3,1,2019,763.56,-8,34.76
2,280,0,1,1,0,2049,240.93,-8,34.85
2,280,0,1,2,0,2045,320.69,-8,34.57
2,280,0,1,3,0,2044,349.12,-8,34.58
2,280,0,1,4,0,2040,431.46,-8,34.8
2,280,0,1,1,1,2058,75.48,-8,35.06
2,280,0,1,2,1,2055,130.62,-8,33.86
2,280,0,1,3,1,2053,171.05,-8,33.94
2,280,0,1,4,1,2049,240.93,-8,34.85
2,280,0,2,1,0,1,748.02,-1.6,34.67
2,280,0,2,2,0,2020,795.66,-8,34.13
2,280,0,2,1,1,2039,440.09,-8,34.44
2,280,0,2,2,1,2037,469.61,-8,34.29
2,280,0,2,3,1,2034,532.34,-8,34.34
2,280,0,2,4,1,2030,614.52,-8,33.96
2,280,0,2,5,1,2027,658.68,-8,34.47
2,280,0,2,6,1,2025,693.19,-8,34.54
2,280,0,2,7,1,1,748.02,-1.6,34.67
2,280,0,3,1,0,1002,964.25,-11.2,29.74
2,280,0,3,2,0,1000,1018.68,-11.2,30.06
