1,311,0,1,1,1,1,873.54,-1.6,34.62
1,311,0,1,2,1,1008,870.68,-11.2,29.67
1,311,0,1,3,1,1009,837.77,-11.2,30.24
1,311,0,1,4,1,1011,763.8,-11.2,29.79
1,311,0,1,5,1,1013,697.92,-11.2,29.82
1,311,0,1,6,1,1015,639.44,-11.2,29.65
1,311,0,1,7,1,1017,568.35,-11.2,30.23
1,311,0,1,8,1,1019,498.77,-11.2,30.44
1,311,0,1,9,1,1021,434.08,-11.2,30.47
1,311,0,1,10,1,1023,365.94,-11.2,30.55
1,311,0,1,11,1,1025,299.73,-11.2,29.78
1,311,0,1,12,1,1027,235.07,-11.2,30.15
1,311,0,1,13,1,1029,168.57,-11.2,29.68
1,311,0,1,14,1,1031,104.72,-11.2,29.74
1,311,0,1,15,1,2067,29.23,-11.2,30.74
1,311,0,1,2,0,2018,947.12,-8,34.64
1,311,0,1,3,0,2014,1020.98,-8,33.79
1,311,0,1,4,0,2011,1091.1,-8,34.95
1,311,0,1,5,0,2007,1158.3,-8,34.53
1,311,0,1,6,0,2003,1235.78,-8,34.47
1,311,0,1,7,0,2001,1265.4,-8,34.56
1,311,0,1,8,0,2000,1289.97,-8,33.73
1,311,0,1,9,0,3001,1341.07,-4.8,40.35
1,311,0,1,11,0,3000,1473.01,-4.8,38.69
2,319,0,1,1,1,1,907.75,-1.6,33.66
2,319,0,1,2,1,2024,876.4,-8,33.74
2,319,0,1,3,1,2027,816.7,-8,34.01
2,319,0,1,4,1,2031,739.19,-8,34.62
2,319,0,1,5,1,2035,669.69,-8,34.02
2,319,0,1,6,1,2039,590.28,-8,34.54
2,319,0,1,7,1,2043,508.2,-8,34.41
2,319,0,1,8,1,2046,445.87,-8,33.93
2,319,0,1,9,1,2050,372.08,-8,34.07
2,319,0,1,10,1,2054,301.32,-8,34.58
2,319,0,1,11,1,2058,221.13,-8,34.49
2,319,0,1,12,1,2063,139.71,-8,34.76
2,319,0,1,13,1,2066,81.19,-8,34.64
2,319,0,1,14,1,2069,30.96,-8,32.16
2,319,0,1,2,0,2018,981.42,-8,33.69
2,319,0,1,3,0,2015,1045.12,-8,34.06
2,319,0,1,4,0,2012,1101.64,-8,34.1
2,319,0,1,5,0,2008,1167.07,-8,34.33
2,319,0,1,6,0,2006,1209.83,-8,34.73
2,319,0,1,7,0,2002,1280.47,-8,35.01
2,319,0,1,8,0,2001,1299.81,-8,34.59
2,319,0,1,9,0,2000,1324.39,-8,34.59
2,319,0,1,10,0,3001,1380.42,-4.8,38.58
2,319,0,1,12,0,3000,1512.65,-4.8,39.07
